isbn,original_title,original_publication_year,authors,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
808553038,The Egypt Game,1967.0,Zilpha Keatley Snyder,798,2070,7229,9716,8393
375703055,Ellen Foster,1987.0,Kaye Gibbons,468,1770,6993,9353,5927
805210555,Sämtliche Erzählungen,1946.0,"Franz Kafka, Nahum N. Glatzer, John Updike, Willa Muir, Edwin Muir, Tania Stern, James Stern, Ernst Kaiser, Eithne Wilkins",201,454,2373,6549,10964
156924264X,Veganomicon: The Ultimate Vegan Cookbook,2007.0,"Isa Chandra Moskowitz, Terry Hope Romero",1087,1082,3343,5769,8339
786933887,"Test of the Twins (Dragonlance Legends, #3)",1986.0,"Margaret Weis, Tracy Hickman",108,727,4322,8252,9786
374530637,Wise Blood,1952.0,Flannery O'Connor,511,1451,4492,7411,6461
9753638027,Kürk Mantolu Madonna,1943.0,Sabahattin Ali,114,348,1785,6029,13527
345379624,Running with the Demon,1997.0,Terry Brooks,526,1303,5063,7815,8120
1557488150,In His Steps,1896.0,Charles M. Sheldon,377,879,3394,5477,9212
1439136823,Lothaire,2012.0,Kresley Cole,264,706,3287,9210,19646
1423102991,Knuffle Bunny Too: A Case of Mistaken Identity,2007.0,Mo Willems,310,788,3355,6518,12526
446195979,The Whole Truth,2008.0,David Baldacci,212,737,5067,9753,7155
61628018,"Stolen Innocence: My Story of Growing Up in a Polygamous Sect, Becoming a Teenage Bride, and Breaking Free of Warren Jeffs",2008.0,"Elissa Wall, Lisa Pulitzer",191,1069,5804,8373,6137
039925692X,Out of the Easy,2013.0,Ruta Sepetys,464,985,5290,11982,10204
1401216226,Batman: The Man Who Laughs,2005.0,"Ed Brubaker, Doug Mahnke, Patrick Zircher, Aaron Sowd, Steve Bird",187,703,3704,5931,7223
60744510,Midnight,2005.0,Erin Hunter,374,920,3939,6899,13612
62273205,The Hard Thing about Hard Things: Building A Business When There Are No Easy Answers,2014.0,Ben Horowitz,413,779,3215,7627,10515
1461052149,,2011.0,Jessica Sorensen,953,1819,5469,8048,9659
345348664,The Illearth War,1977.0,Stephen R. Donaldson,512,1140,4331,8044,7959
340936150,My Booky Wook,2007.0,Russell Brand,1055,2526,6732,6505,3265
425259862,Shadow Spell,2014.0,Nora Roberts,299,1329,5744,8740,9252
1592406521,Just My Type: A Book About Fonts,2010.0,Simon Garfield,1126,1938,5496,6966,7803
399155481,Promises in Death,2009.0,J.D. Robb,96,313,2885,8604,14251
876853629,"Love Is a Dog from Hell: Poems, 1974-1977",1977.0,Charles Bukowski,368,723,3220,7241,9173
316229296,The Fifth Season,2015.0,N.K. Jemisin,285,635,2715,8989,12640
1846247195,,2012.0,R.D. Ronald,1797,1750,3986,4039,5967
552150215,The Analyst,2002.0,John Katzenbach,265,918,3552,7581,8702
670019631,Shades of Grey,2009.0,Jasper Fforde,425,1098,4097,9941,11279
140389660,"That Was Then, This Is Now",1971.0,S.E. Hinton,311,1327,6324,8776,7290
307582396,The Mysterious Benedict Society and the Prisoner's Dilemma,2009.0,"Trenton Lee Stewart, Del Roy",189,589,3854,8938,12960
61579033,The Family Fang,2011.0,Kevin    Wilson,682,1867,6247,8379,3729
60744871,The Pursuit of Happyness,2006.0,Chris Gardner,271,715,3110,6104,8633
,Min kamp 1,2009.0,Karl Ove Knausgård,373,956,3151,7999,7729
385342322,A Red Herring Without Mustard,2011.0,Alan Bradley,133,556,5507,14136,9161
684804484,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,1994.0,Doris Kearns Goodwin,713,1072,3635,8217,13466
375701907,Straight Man,1997.0,Richard Russo,263,931,3985,8177,7022
375701966,The Moviegoer,1961.0,Walker Percy,656,2010,5228,7080,5120
413774031,Вишнëвый сад,1904.0,"Anton Chekhov, Tom    Murphy",597,2154,6703,7892,5422
545052394,11 Birthdays,2009.0,Wendy Mass,248,804,4099,7652,10624
026110215X,Unfinished Tales of Númenor and Middle-Earth,1980.0,"J.R.R. Tolkien, Christopher Tolkien",211,1245,5737,8781,7276
385521227,Sisterhood Everlasting,2011.0,Ann Brashares,555,1930,6759,10838,9284
451452011,Infinity Welcomes Careful Drivers,1989.0,Grant Naylor,211,819,4365,7675,7211
60735430,Coyote Blue,1994.0,Christopher Moore,270,1398,6797,8035,5056
,فوضى الحواس,1997.0,"أحلام مستغانمي, Ahlam Mosteghanemi",635,1413,3913,5041,5856
160096527X,Orthodoxy,1908.0,G.K. Chesterton,481,787,2858,6402,10901
60542098,Fancy Nancy,2005.0,"Jane O'Connor, Robin Preiss Glasser",483,1079,3876,5647,10656
99478420,The Heart of the Matter,1948.0,Graham Greene,275,953,4426,8660,6821
141971189X,The Long Haul ,2014.0,Jeff Kinney,528,896,3526,6724,15921
152046917,,1985.0,"Patricia C. Wrede, Peter de Sève",272,915,5074,9550,13227
316018708,Sail,2008.0,"James Patterson, Howard Roughan",487,1470,6164,8220,6043
1408859645,The Sleeper and the Spindle,2014.0,"Neil Gaiman, Chris Riddell",861,1340,5238,9259,8010
045141991X,,2014.0,Susan Meissner,194,729,4017,9377,6982
452281431,Beauty's Punishment,1984.0,"A.N. Roquelaure, Anne Rice",1274,2728,6361,6126,6740
1414310560,The Negotiator,2000.0,Dee Henderson,204,542,2891,6428,11434
143417231,Can Love Happen Twice?,2011.0,Ravinder Singh,1359,2671,4924,4048,3170
60548924,A Lion Among Men,2008.0,"Gregory Maguire, Douglas Smith",1150,4109,8788,6178,3501
380720868,"Shadow of a Dark Queen (The Serpentwar Saga, #1)",1994.0,Raymond E. Feist,125,736,5071,8953,7256
802136680,This Boy's Life: A Memoir,1989.0,Tobias Wolff,257,953,4430,8727,6643
312382855,Patient Zero,2009.0,Jonathan Maberry,508,1148,4274,7523,7749
679728899,Death Comes for the Archbishop,1927.0,Willa Cather,580,1545,5347,8291,7298
1841497967,,2012.0,Patricia Briggs,96,451,4205,12997,17235
1423194551,The Son of Sobek,2013.0,Rick Riordan,348,690,4023,7989,13204
1854596373,"Le Tartuffe, ou L’Imposteur",1664.0,"Molière, Martin Sorrell",545,2313,7569,8829,5484
446401056,Passion Unleashed,2009.0,Larissa Ione,266,690,3868,9459,15632
1421514818,高校デビュー 1,2004.0,Kazune Kawahara,664,1205,3798,5088,10511
9953716889,في ديسمبر تنتهي كل الأحلام,2011.0,أثير عبدالله النشمي,1601,2897,4977,3958,3978
030711838X,Just for You,1975.0,Mercer Mayer,265,812,4050,5630,12222
60002492,Amazonia,2002.0,James Rollins,203,765,4150,8178,8784
380810336, Feeling Good: The New Mood Therapy,1980.0,David D. Burns,584,1127,3881,5692,6924
515141399,Blue Smoke,2005.0,Nora Roberts,252,1220,6393,9565,8732
425210278,Predator,2005.0,Patricia Cornwell,717,2195,7021,8062,5686
894864025,Codependent No More: How to Stop Controlling Others and Start Caring for Yourself,1986.0,Melody Beattie,315,853,3510,6440,8720
1933480092,Обломов,1859.0,"Ivan Goncharov, Stephen Pearl, Galya Diment",493,1299,4018,7052,8130
743426800,Inca Gold,1994.0,Clive Cussler,131,688,5425,9017,6417
1400069629,Delicious!,2014.0,Ruth Reichl,483,1570,5500,7830,4935
446504122,NurtureShock: New Thinking About Children,2008.0,"Po Bronson, Ashley Merryman",218,733,3803,8585,6715
044657967X,Wild Fire,2006.0,Nelson DeMille,192,740,4446,8588,6206
743497295,Two Little Girls in Blue,2006.0,Mary Higgins Clark,290,1407,6222,7849,6487
055327211X,Daughter of the Empire,1987.0,"Raymond E. Feist, Janny Wurts",181,757,3846,8761,12108
689872372,Everlost,2006.0,Neal Shusterman,587,1528,5731,8966,8966
1439136807,Dreams of a Dark Warrior,2011.0,Kresley Cole,179,567,3319,9425,17034
142428698,"Theodore Boone, Kid Lawyer",2010.0,"John Grisham, Richard Thomas",609,1937,6872,7939,6011
224063979,Jimmy Corrigan: The Smartest Kid on Earth,2000.0,Chris Ware,664,1163,2855,5391,9047
142300705,A Year Down Yonder,2000.0,Richard Peck,454,1004,4422,8278,10192
,Own the Wind,2013.0,Kristen Ashley,602,1321,5592,13534,18744
8423648990,Marina,1999.0,Carlos Ruiz Zafón,304,1299,5383,9274,8669
1594487588,,2010.0,Ann Brashares,852,2523,7160,9288,6804
679744479,Written on the Body,1992.0,Jeanette Winterson,344,997,3563,6619,8212
1450595987,Tiger's Voyage,2011.0,Colleen Houck,398,938,3294,6616,15703
7203116,Dean Koontz's Frankenstein: Dead and Alive,2009.0,Dean Koontz,305,1070,4583,6906,7807
60894083,Genome: The Autobiography of a Species in 23 Chapters,1999.0,Matt Ridley,422,777,3656,7196,6866
671449028,The Going-To-Bed Book,1982.0,Sandra Boynton,281,757,3667,6038,10631
64473627,Knocked out by my nunga-nungas,2001.0,Louise Rennison,400,1362,6431,8864,9530
842332294,The Sacrilege: The Antichrist Takes the Throne,2001.0,"Tim LaHaye, Jerry B. Jenkins",463,1166,4409,6539,8120
1594204993,Redeployment,2014.0,Phil Klay,284,843,3662,7575,5750
385733976,Going Bovine,2009.0,Libba Bray,1693,2996,6374,8229,7941
752861743,The Postman Always Rings Twice ,1934.0,James M. Cain,421,1454,6188,9203,5902
385736843,The Dead-Tossed Waves ,2010.0,Carrie Ryan,669,1921,6150,9683,9578
965925072,Shadow Divers: The True Adventure of Two Americans Who Risked Everything to Solve One of the Last Mysteries of World War II,2004.0,Robert Kurson,185,419,2485,7204,8970
385907508,Moon Over Manifest,2010.0,Clare Vanderpool,567,1125,4570,9591,8938
375758771,The Glass Palace,2000.0,Amitav Ghosh,219,867,3990,7401,5264
1595144358,,2012.0,"Jessica Anthony, Rodrigo Corral",1062,1779,4481,4964,6091
125001011X,,2015.0,Lisa Scottoline,524,1640,5547,7857,4644
385741391,The Eye of Minds,2013.0,James Dashner,732,2073,6145,9021,8565
1579126936,4.50 From Paddington,1957.0,Agatha Christie,128,923,7844,12209,7868
749934123,Ceremony in Death,1997.0,J.D. Robb,100,548,4478,10720,13625
345807154,Kakerlakkene,1998.0,"Jo Nesbø, Don Bartlett",176,1252,7439,9864,3888
425212033,Grave Surprise,2006.0,Charlaine Harris,190,1340,8731,12451,8315
60535032,La ciudad de las bestias,2002.0,"Isabel Allende, Margaret Sayers Peden",635,2134,6280,7515,5558
9770915343,أولاد حارتنا,1959.0,"Naguib Mahfouz, نجيب محفوظ",599,891,2455,5261,7641
345460014,The Scar,2002.0,China Miéville,245,774,3644,9104,9490
60751649,Haunted,2003.0,Meg Cabot,195,998,5959,10981,13235
689860064,"Dragondrums (Pern: Harper Hall, #3)",1979.0,Anne McCaffrey,109,1035,6595,9959,10176
446574465,The Story of Beautiful Girl,2011.0,Rachel Simon,279,1111,5172,9503,6336
140280553,Galileo's Daughter,1999.0,Dava Sobel,667,1607,6106,8420,5533
553241605,Mila 18,1961.0,Leon Uris,90,352,3095,7108,9525
545176867,,2011.0,Allen Say,1140,1939,4719,5254,8088
071956896X,Sea of Poppies,2008.0,Amitav Ghosh,317,927,3868,7794,5374
553290991,Nightfall,1970.0,"Isaac Asimov, Robert Silverberg",178,949,5026,8714,7725
152018484,How I Became a Pirate,2003.0,"Melinda Long, David Shannon",373,1157,4425,6333,9324
61129763,"The Monkey Wrench Gang (Monkey Wrench Gang, #1)",1975.0,Edward Abbey,210,732,3053,6325,6569
1400063841,Last Night in Twisted River,2009.0,John Irving,580,1708,5141,8268,4979
006204964X,Love wins,2011.0,Rob Bell,2184,1771,4050,5805,5283
451233182,Bite Club,2011.0,Rachel Caine,233,892,4496,8183,13186
312933541,A Matter of Honor,1985.0,Jeffrey Archer,197,784,4850,7478,5125
743482883,Mr. Perfect,2000.0,Linda Howard,416,1139,5218,9512,10516
,Up to Me,2013.0,M. Leighton,285,1115,5664,12312,12631
,Waking Up Married,2012.0,Mira Lyn Kelly,915,2538,8222,7874,4671
055380555X,No Time for Goodbye,2007.0,Linwood Barclay,223,926,4516,8859,6955
60730269,"Ida B. . . and Her Plans to Maximize Fun, Avoid Disaster, and (Possibly) Save the World",2004.0,Katherine Hannigan,505,1491,5255,6759,6904
7273746,The Dragon Keeper,2009.0,Robin Hobb,269,1086,5714,9595,7089
195007778,A Sand County Almanac,1949.0,Aldo Leopold,184,601,2919,6156,9282
805072063,Lassie Come-Home,1940.0,"Eric Knight, Marguerite Kirmse",310,814,3632,5564,9341
1932100660,"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted and the Startling Implications for Diet, Weight Loss and Long-term Health",2001.0,"T. Colin Campbell, Thomas M. Campbell II",322,688,2629,5945,8870
333710932,The Gruffalo,1999.0,"Julia Donaldson, Axel Scheffler",173,431,2028,5211,13371
345455290,The Salmon of Doubt: Hitchhiking the Galaxy One Last Time,2002.0,Douglas Adams,183,1163,5791,8425,6852
1857987632,The City and the Stars,1956.0,Arthur C. Clarke,118,704,4298,8026,7803
2723495612,東京喰種トーキョーグール 1,2012.0,"Sui Ishida, 石田 スイ",777,1077,4554,10673,29027
316737372,How to train your dragon,2003.0,Cressida Cowell,548,1840,6689,9091,8155
034911188X,Brief Interviews with Hideous Men,1999.0,David Foster Wallace,422,1208,4382,7838,5652
1416516727,All Around the Town,1992.0,Mary Higgins Clark,147,791,6011,8133,6697
61767581,L.A. Candy,2009.0,Lauren Conrad,1192,3587,8352,6128,4143
1440154236,The Siren,2009.0,Kiera Cass,1015,2807,8396,10194,9862
340686030,The Quiet Game,1999.0,Greg Iles,210,494,3199,8866,8547
679764410,American Sphinx: The Character of Thomas Jefferson,1996.0,Joseph J. Ellis,495,945,3917,6697,5571
307948684,Hodejegerne,2008.0,"Jo Nesbø, Don Bartlett",438,1483,6052,8732,5542
399153357,The Messenger,2006.0,Daniel Silva,178,393,2922,8150,7684
141023422,The Sheltering Sky,1949.0,Paul Bowles,490,1325,4185,7212,6621
1406331163,The Rest of Us Just Live Here,2015.0,Patrick Ness,560,2098,8153,11561,7044
345495357,The Lady Elizabeth,2008.0,Alison Weir,263,909,4899,8634,6807
1455503258,The Astronaut Wives Club,2013.0,Lily Koppel,1364,3301,7092,5662,2863
375757910,The Man Who Was Thursday - A Nightmare,1908.0,"G.K. Chesterton, Jonathan Lethem",394,1655,5586,8738,6683
006008460X,Cheaper by the Dozen,1948.0,"Frank B. Gilbreth Jr., Ernestine Gilbreth Carey",355,1284,6465,10435,9955
446581194,The Monster of Florence: A True Story,2008.0,"Douglas Preston, Mario Spezi",443,1799,6746,9163,5159
031605755X,Winter's Bone,2006.0,Daniel Woodrell,350,1283,4893,9755,6726
553816322,"Seduced by Moonlighty (Merry Gentry, #3)",2004.0,Laurell K. Hamilton,401,1590,6308,9755,12199
60888644,Sword Song,2007.0,Bernard Cornwell,31,206,2659,8813,8871
61251348,Deceptively Delicious: Simple Secrets to Get Your Kids Eating Good Food,2007.0,Jessica Seinfeld,1390,2619,5606,4596,3895
316780375,The Weight of Water,1997.0,Anita Shreve,442,1974,7402,8542,4208
1301786454,Music of the Heart,2013.0,Katie Ashley,886,1896,6374,11851,12936
451203771,The Scarlet Feather,2000.0,Maeve Binchy,141,817,5761,9175,6304
988489112,,2012.0,Aleatha Romig,604,820,2611,7372,16617
60507772,The Last Hero,2001.0,"Terry Pratchett, Paul Kidby",53,600,4884,9544,10127
553275720,Fantastic Voyage,1966.0,Isaac Asimov,183,974,5913,8066,5991
312243359,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,1998.0,Philip Gourevitch,205,420,2329,6920,9672
161638610X,,2011.0,Jonathan Cahn,1007,1322,3113,4738,7457
62073168,The English Girl,2013.0,Daniel Silva,156,592,3639,8892,6983
1400068169,Clara and Mr. Tiffany,2010.0,Susan Vreeland,1041,2363,6643,7285,7355
316254770,The Geography of You and Me,2014.0,Jennifer E. Smith,718,2186,7881,8737,6217
1409521966,Angel ,2010.0,L.A. Weatherly,906,2230,6529,9184,10355
1416997946,"Seeds of Rebellion (Beyonders, #2)",2012.0,Brandon Mull,286,542,2943,7085,10215
440228654,Chinese Cinderella: The True Story of an Unwanted Daughter,1999.0,Adeline Yen Mah,300,995,4798,9366,8638
425182878,Chosen Prey,2001.0,John Sandford,89,272,3316,8692,9013
785139877,,2010.0,"Bryan J.L. Glass, Tim Seeley, Hugo Petrus, Raymond E. Feist",102,198,1815,5798,10518
,,2016.0,Vi Keeland,199,658,3574,10098,12168
451225007,The Black Dagger Brotherhood: An Insider's Guide,2008.0,J.R. Ward,209,846,4135,7012,15086
1600104835,Head Games ,2009.0,"Joe Hill, Gabriel Rodríguez",176,388,2454,8876,12385
192751034,Ramona and Her Father,1984.0,"Beverly Cleary, Alan Tiegreen",366,897,5358,8193,8658
1600963943,The Secret Adversary,1922.0,Agatha Christie,348,1580,7610,10205,7072
394752848,Rayuela,1963.0,"Julio Cortázar, Gregory Rabassa",454,924,2615,5696,11052
345528204,Fallen,2011.0,Karin Slaughter,122,475,3334,9522,10059
1250091845,Stars Above,2016.0,Marissa Meyer,93,541,4650,12077,14702
038551851X,Clapton: The Autobiography,2007.0,Eric Clapton,321,1293,4948,6766,5009
312421435,No Logo,1999.0,Naomi Klein,415,1279,4865,8205,5870
451210557,No Second Chance,2003.0,Harlan Coben,126,539,4305,9927,6877
446698229,Fear and Loathing on the Campaign Trail '72,1973.0,Hunter S. Thompson,85,562,3216,6417,6322
743219600,Shroud for a Nightingale,1971.0,P.D. James,254,634,3937,7352,6796
1250019834,First Frost,2015.0,Sarah Addison Allen,185,921,5727,9767,6886
330426648,Stories of Your Life and Others ,2002.0,Ted Chiang,164,640,3251,8893,11633
9707704667,Travesuras de la niña mala,2006.0,Mario Vargas Llosa,285,1028,3604,7038,7213
1565126807,The Girl Who Fell From the Sky,2010.0,Heidi W. Durrow,326,1746,7560,9322,3161
375727272,Lunar Park,2005.0,Bret Easton Ellis,684,2040,5390,6336,4040
553804324,"Hide (Detective D.D. Warren, #2) ",2007.0,Lisa Gardner,107,495,4219,11168,9133
9832672368,Ayat-ayat Cinta,2004.0,Habiburrahman El-Shirazy,376,1004,3175,4154,3963
1682305031,Broken prince,2016.0,Erin Watt,429,1312,4619,9216,11594
385349831,Manuscrito encontrado em Accra,2012.0,"Paulo Coelho, Margaret Jull Costa",654,1654,4277,5608,5997
031238078X,Save Me,2011.0,Lisa Scottoline,749,2332,6182,7396,5034
7117140,Weaveworld,1987.0,Clive Barker,328,963,3829,7757,9652
671758896,"Loves Music, Loves to Dance",1991.0,Mary Higgins Clark,148,998,6513,8580,6511
689869126,The Rivers of Zadaa,2005.0,D.J. MacHale,200,652,3562,7165,9366
,Sweet Dreams,2011.0,Kristen Ashley,321,720,3357,11350,21521
345438310,Nicholas and Alexandra,1967.0,Robert K. Massie,250,380,2632,7300,9024
345527771,Wicked Business,2012.0,Janet Evanovich,492,2107,8247,9155,7368
037587089X,Escape from Mr. Lemoncello's Library,2013.0,Chris Grabenstein,418,897,4027,8101,10072
345414004,Friday,1982.0,Robert A. Heinlein,543,1656,6003,7877,6871
1414318634,"Her Mother's Hope (Marta's Legacy, #1)",2010.0,Francine Rivers,202,570,2621,6413,9745
395870828,Tuesday,1991.0,David Wiesner,444,971,3555,6251,10648
399148701,Red Rabbit,2002.0,Tom Clancy,557,1945,6626,7291,4610
886773784,Arrows of the Queen (Heralds of Valdemar #1),1987.0,Mercedes Lackey,273,921,4971,9367,12114
374521727,Slouching Towards Bethlehem: Essays,1968.0,Joan Didion,146,558,2866,7513,9265
6497012,Rise of a Merchant Prince,1995.0,Raymond E. Feist,136,834,4918,8569,7518
62002325,Angelfire,2011.0,Courtney Allison Moulton,1099,1997,5723,8294,11112
1451665601,Mile 81,2011.0,Stephen King,490,1892,6828,7026,4326
312426232,The Brooklyn Follies,2005.0,Paul Auster,241,1057,4746,8145,4161
689859392,The Ironwood Tree,2004.0,"Holly Black, Tony DiTerlizzi",278,1417,7705,9741,9065
689846231,The Yearling,1930.0,Marjorie Kinnan Rawlings,628,1284,4723,7327,8883
373210639,Dare You To,2013.0,Katie McGarry,315,1121,5633,12760,14915
446569895,I Am Ozzy,2009.0,"Ozzy Osbourne, Chris Ayres",509,847,3207,5998,7398
767915305,The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,2003.0,J. Maarten Troost,332,1076,4235,7029,5038
778313077,Touch of Power,2011.0,Maria V. Snyder,408,1109,5187,12193,14263
375703063,A Virtuous Woman ,1989.0,Kaye Gibbons,373,1649,7272,7775,4581
515128546,Tears of the Moon,1999.0,Nora Roberts,98,652,4882,9226,11326
316000973,"The Vampire Prince (Cirque Du Freak, #6)",2002.0,Darren Shan,140,695,3785,7526,10843
034537472X,The Sapphire Rose ,1991.0,David Eddings,204,1275,5743,8669,8494
1476798176,Did You Ever Have a Family,2015.0,Bill Clegg,402,1281,4956,8535,4912
751531219,The Gold Coast,1990.0,Nelson DeMille,242,821,4010,8096,7661
684839385,On Death and Dying,1969.0,Elisabeth Kübler-Ross,137,606,3630,7013,8239
1780892888,14th Deadly Sin,2015.0,"James Patterson, Maxine Paetro",279,864,4923,8610,7270
60562498,It Happened One Autumn,2005.0,Lisa Kleypas,158,873,5982,13486,13364
399155163,Scarpetta,2008.0,Patricia Cornwell,649,2026,6886,8271,6154
055350584X,"Darkness, Take My Hand",1996.0,Dennis Lehane,110,419,3326,9751,8115
